Id,Lot Area,Overall Qual,Year Built,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Exter Qual_TA,Kitchen Qual_Gd,Kitchen Qual_TA
2487,9100,5,1963,336.0,1332.0,0.0,396.0,1728.0,1728,0,0,1728,10,504.0,0,0,0,0,0,0,0,125000,0,0,0,1,0,1
1304,6000,5,1957,0.0,308.0,0.0,620.0,928.0,928,0,0,928,5,288.0,0,0,0,0,0,0,0,112500,0,0,0,1,0,1
2112,9316,7,2005,0.0,0.0,0.0,879.0,879.0,879,916,0,1795,7,578.0,164,111,0,0,0,0,0,191000,0,0,0,0,1,0
1244,9464,6,1958,135.0,570.0,0.0,510.0,1080.0,1080,0,0,1080,5,288.0,0,0,0,0,130,0,0,136000,0,0,0,1,0,1
843,10400,7,1998,0.0,0.0,0.0,866.0,866.0,866,913,0,1779,6,546.0,198,36,0,0,0,0,0,197900,0,0,0,1,1,0
2689,5310,6,1910,0.0,0.0,0.0,485.0,485.0,1001,634,0,1635,5,255.0,394,0,0,0,0,0,0,117000,0,0,0,1,1,0
2753,7406,7,2006,84.0,684.0,0.0,515.0,1199.0,1220,0,0,1220,6,632.0,105,54,0,0,0,0,0,194000,0,0,0,0,1,0
1169,4538,9,2001,179.0,1004.0,0.0,306.0,1310.0,1310,0,0,1310,5,545.0,277,45,0,0,0,0,0,285000,0,0,0,0,1,0
1376,10106,5,1940,0.0,351.0,181.0,112.0,644.0,808,547,0,1355,6,0.0,140,0,0,0,0,0,0,127500,0,0,0,1,0,1
2503,13346,7,1992,0.0,728.0,0.0,367.0,1095.0,1166,1129,0,2295,9,590.0,0,40,0,0,0,0,0,268000,1,0,0,0,1,0
1987,9639,4,1900,0.0,0.0,0.0,1075.0,1075.0,1156,642,0,1798,7,342.0,0,0,160,0,0,0,0,137000,0,0,0,1,0,1
1190,15387,7,1967,0.0,603.0,294.0,723.0,1620.0,1620,0,0,1620,8,578.0,0,62,192,0,0,0,450,215000,0,0,0,1,1,0
1930,10050,5,1955,0.0,288.0,0.0,928.0,1216.0,1216,0,0,1216,5,336.0,0,0,0,0,0,0,0,129500,0,0,0,1,0,1
2677,6240,5,1936,0.0,0.0,0.0,896.0,896.0,896,448,0,1344,7,240.0,200,114,0,0,0,0,0,115000,0,0,0,1,0,1
1256,7506,5,1925,0.0,0.0,0.0,747.0,747.0,747,412,0,1159,5,288.0,84,0,96,0,0,0,0,114000,0,0,0,1,0,1
2484,8900,4,1966,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,5,384.0,0,42,0,0,0,0,0,107000,0,0,0,1,0,1
1253,8480,5,1947,0.0,442.0,0.0,390.0,832.0,832,384,0,1216,6,336.0,158,0,102,0,0,0,0,118500,0,0,0,1,0,1
1337,6000,6,1929,0.0,0.0,0.0,862.0,862.0,950,208,0,1158,5,208.0,0,0,112,0,0,0,0,120000,0,0,0,1,0,1
1788,8847,8,2005,148.0,769.0,0.0,769.0,1538.0,1538,0,0,1538,7,484.0,146,40,0,0,0,0,0,260000,0,0,0,0,1,0
141,8050,5,1959,150.0,856.0,162.0,125.0,1143.0,1143,0,0,1143,6,308.0,0,0,0,0,0,0,0,136000,0,0,0,1,0,1
1669,8294,4,1971,0.0,0.0,0.0,858.0,858.0,872,0,0,872,5,480.0,0,0,0,0,0,0,0,123000,0,0,0,1,0,1
1366,7920,6,1920,0.0,0.0,0.0,319.0,319.0,1035,371,0,1406,6,0.0,0,144,0,0,0,0,0,89500,0,0,0,1,0,0
52,18494,6,2005,0.0,0.0,0.0,1324.0,1324.0,1324,0,0,1324,6,430.0,36,23,0,0,0,0,0,199500,0,0,0,0,1,0
1380,7162,5,1966,41.0,0.0,0.0,876.0,876.0,904,0,0,904,6,408.0,0,0,0,0,0,0,0,109900,0,0,0,1,0,1
919,10918,7,1926,0.0,0.0,0.0,1276.0,1276.0,1276,804,0,2080,9,282.0,0,0,0,0,145,0,0,234000,0,0,0,0,1,0
2804,4435,6,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,3,420.0,140,0,0,0,0,0,0,155900,0,0,0,0,1,0
782,11250,4,1957,0.0,0.0,0.0,1104.0,1104.0,1104,684,0,1788,8,304.0,120,0,0,0,0,0,0,161500,0,0,0,1,0,1
956,14375,6,1958,541.0,111.0,354.0,354.0,819.0,1344,0,0,1344,7,525.0,0,118,0,0,233,0,0,137500,0,0,0,1,1,0
187,9045,5,1910,0.0,0.0,0.0,840.0,840.0,1128,1128,0,2256,12,0.0,0,18,18,0,0,0,0,76500,0,0,0,1,0,0
2074,10029,6,1988,268.0,831.0,0.0,320.0,1151.0,1164,896,0,2060,8,521.0,0,228,0,0,192,0,0,211000,0,0,0,0,0,1
1039,4060,6,1998,0.0,266.0,0.0,1139.0,1405.0,1337,0,0,1337,5,511.0,144,68,0,0,0,0,0,181000,0,0,0,0,1,0
1210,9020,6,1966,183.0,312.0,539.0,276.0,1127.0,1165,0,0,1165,6,490.0,0,129,0,0,0,0,0,174900,0,0,0,1,0,1
2710,11777,5,1966,97.0,328.0,551.0,285.0,1164.0,1320,0,0,1320,6,564.0,160,68,240,0,0,0,0,164500,0,0,0,1,0,1
44,10171,7,2004,168.0,2.0,0.0,1515.0,1517.0,1535,0,0,1535,7,532.0,0,0,0,0,0,0,0,214000,0,1,0,0,1,0
1026,10400,7,1980,280.0,0.0,0.0,738.0,738.0,1277,767,0,2044,7,489.0,28,73,0,0,0,0,0,185000,0,0,0,1,0,1
1343,6240,4,1929,0.0,80.0,0.0,624.0,704.0,624,512,0,1136,6,336.0,0,365,80,0,0,0,0,123000,0,0,0,1,0,1
2248,12150,6,1979,0.0,1001.0,0.0,0.0,1001.0,1299,0,0,1299,5,486.0,84,0,222,0,0,0,0,183500,0,0,0,1,1,0
1849,2645,8,1999,456.0,0.0,0.0,776.0,776.0,764,677,0,1441,5,492.0,206,0,0,0,0,0,0,174000,0,0,0,0,1,0
2076,22692,5,1953,0.0,587.0,0.0,486.0,1073.0,1630,0,0,1630,6,649.0,0,64,0,0,0,0,0,130000,0,0,0,1,0,1
2641,9600,7,1925,0.0,16.0,0.0,712.0,728.0,832,809,0,1641,6,546.0,0,0,234,0,0,0,0,178000,0,0,0,1,0,0
5,13830,5,1997,0.0,791.0,0.0,137.0,928.0,928,701,0,1629,6,482.0,212,34,0,0,0,0,0,189900,0,0,0,1,0,1
878,4435,6,2003,170.0,685.0,0.0,163.0,848.0,848,0,0,848,4,420.0,140,0,0,0,0,0,0,144000,0,0,0,0,1,0
1548,5890,6,1930,0.0,538.0,0.0,278.0,816.0,816,0,0,816,5,432.0,0,0,96,0,0,0,0,120500,0,0,0,0,0,1
841,10859,5,1994,0.0,0.0,0.0,1097.0,1097.0,1097,0,0,1097,6,672.0,392,64,0,0,0,0,0,145000,0,0,0,1,0,1
1621,5330,8,2000,0.0,1196.0,0.0,298.0,1494.0,1652,0,0,1652,6,499.0,96,48,0,0,0,0,0,251000,0,0,1,0,0,0
218,10778,4,1968,0.0,0.0,0.0,1768.0,1768.0,1768,0,0,1768,8,0.0,0,0,0,0,0,0,0,136500,0,0,0,1,0,1
1504,6845,4,1955,58.0,0.0,0.0,0.0,0.0,1152,0,0,1152,6,0.0,0,0,0,0,0,0,0,82500,0,0,0,1,0,1
946,21780,2,1910,0.0,0.0,0.0,0.0,0.0,810,0,0,810,4,280.0,119,24,0,0,0,0,0,57625,0,0,0,0,0,1
455,10307,7,2007,176.0,876.0,0.0,474.0,1350.0,1358,0,0,1358,6,484.0,192,26,0,0,0,0,0,212500,0,1,0,0,1,0
2906,4500,6,1998,116.0,897.0,0.0,319.0,1216.0,1216,0,0,1216,5,402.0,0,125,0,0,0,0,0,164000,0,0,0,1,0,1
2878,9060,6,1957,327.0,0.0,0.0,967.0,967.0,967,671,0,1638,6,384.0,0,21,0,0,0,0,0,139000,0,0,0,1,1,0
1173,2160,7,1999,212.0,510.0,0.0,90.0,600.0,624,628,0,1252,4,462.0,0,48,0,0,0,0,0,160000,0,0,0,0,1,0
985,7669,5,1992,0.0,718.0,110.0,0.0,828.0,883,0,0,883,5,698.0,100,32,0,0,0,0,0,149000,0,0,0,1,0,1
975,9858,5,1968,0.0,510.0,0.0,354.0,864.0,874,0,0,874,5,288.0,33,0,0,0,0,0,600,130000,0,0,0,1,0,1
202,10300,7,1921,0.0,0.0,0.0,576.0,576.0,902,808,0,1710,9,480.0,12,11,64,0,0,0,0,140000,0,0,0,1,0,1
528,8125,8,2008,288.0,0.0,0.0,1836.0,1836.0,1836,0,0,1836,8,517.0,0,175,0,0,0,0,0,264500,0,0,0,0,1,0
2579,14850,5,1957,0.0,895.0,0.0,197.0,1092.0,1092,0,0,1092,6,299.0,268,0,0,0,122,0,0,141000,0,0,0,1,0,1
1841,4274,7,2006,0.0,1106.0,0.0,135.0,1241.0,1241,0,0,1241,4,569.0,0,116,0,0,0,0,0,199900,0,0,0,0,1,0
591,9650,6,1977,360.0,686.0,0.0,664.0,1350.0,1334,0,0,1334,6,630.0,0,16,0,0,0,0,0,167900,0,0,0,1,0,1
1897,14585,6,1960,85.0,594.0,219.0,331.0,1144.0,1429,0,0,1429,7,572.0,216,110,0,0,0,0,0,181900,0,0,0,1,1,0
70,9000,8,2008,36.0,1078.0,0.0,488.0,1566.0,1566,0,0,1566,7,750.0,144,168,0,0,0,0,0,262500,0,0,0,0,1,0
590,13774,7,1977,283.0,432.0,0.0,476.0,908.0,1316,972,0,2288,8,520.0,321,72,0,0,156,0,0,230000,0,0,0,1,1,0
1172,5119,9,1999,60.0,1238.0,0.0,460.0,1698.0,1709,0,0,1709,5,506.0,97,65,0,0,0,0,0,328900,0,0,0,0,1,0
1714,9254,8,2005,210.0,119.0,0.0,1602.0,1721.0,1721,0,0,1721,7,554.0,168,27,0,0,0,0,0,232698,0,1,0,0,1,0
829,10324,8,2008,140.0,872.0,0.0,382.0,1254.0,1254,0,0,1254,5,810.0,168,92,0,0,0,0,0,221800,0,0,0,0,1,0
1397,8375,5,1941,0.0,336.0,0.0,240.0,576.0,864,486,0,1350,6,627.0,0,0,0,0,0,0,0,152400,0,0,0,1,1,0
877,9750,7,2000,171.0,0.0,0.0,1630.0,1630.0,1630,0,0,1630,6,451.0,74,234,0,0,0,0,0,213000,0,0,0,0,1,0
2477,7632,7,2005,96.0,0.0,0.0,784.0,784.0,831,754,0,1585,7,449.0,100,77,0,0,0,0,0,184900,0,0,0,0,1,0
2871,15750,5,1953,56.0,841.0,0.0,324.0,1165.0,1336,0,0,1336,5,375.0,0,0,0,0,0,0,0,157000,0,0,0,1,0,1
2489,9240,5,1962,0.0,612.0,0.0,252.0,864.0,1211,0,0,1211,6,576.0,161,0,0,0,0,0,0,144000,0,0,0,1,0,1
1655,10400,6,1979,253.0,903.0,0.0,356.0,1259.0,1353,0,0,1353,5,478.0,240,141,0,0,0,0,0,192350,0,0,0,1,0,1
1891,8800,7,1966,202.0,654.0,0.0,520.0,1174.0,1200,0,0,1200,6,440.0,0,0,0,0,0,0,0,163500,0,0,0,1,0,1
1419,11839,7,1990,99.0,1085.0,0.0,390.0,1475.0,1532,797,0,2329,10,514.0,192,121,0,0,0,0,0,262280,0,0,0,1,1,0
1473,9135,7,2002,113.0,810.0,0.0,726.0,1536.0,1536,0,0,1536,7,532.0,192,74,0,0,0,0,0,214000,0,0,0,0,1,0
2868,14115,6,1956,0.0,296.0,547.0,230.0,1073.0,1811,0,0,1811,6,470.0,0,0,280,0,0,0,0,230000,0,0,0,1,0,0
1695,14154,7,2006,350.0,0.0,0.0,1063.0,1063.0,1071,1101,0,2172,9,947.0,192,62,0,0,0,0,0,280000,0,1,0,0,1,0
2244,6565,4,1957,0.0,967.0,0.0,106.0,1073.0,1073,0,0,1073,6,720.0,0,444,0,0,0,0,0,140000,0,0,0,1,0,1
169,7700,6,1966,351.0,0.0,0.0,756.0,756.0,1051,788,0,1839,7,442.0,0,124,216,0,0,0,0,155000,0,0,0,1,0,1
2670,4761,3,1918,0.0,0.0,0.0,1020.0,1020.0,1020,0,0,1020,5,0.0,0,0,105,0,0,0,0,64500,0,0,0,0,0,0
247,12361,6,1993,85.0,860.0,0.0,86.0,946.0,964,838,0,1802,8,1017.0,450,92,0,0,0,0,0,218000,0,0,0,0,1,0
2137,9720,5,1977,51.0,755.0,0.0,240.0,995.0,1009,0,0,1009,6,576.0,0,0,0,0,0,0,0,160000,0,0,0,1,0,1
1794,8640,8,2007,0.0,24.0,0.0,1314.0,1338.0,1338,0,0,1338,6,598.0,0,141,0,0,0,0,0,208900,0,0,0,0,1,0
1498,47007,5,1959,0.0,0.0,0.0,0.0,0.0,3820,0,0,3820,11,624.0,0,372,0,0,0,0,0,284700,0,0,0,1,0,0
1164,3180,7,2007,0.0,0.0,0.0,689.0,689.0,703,689,0,1392,5,540.0,0,102,0,0,0,0,0,146000,0,0,0,0,1,0
1179,14963,8,1996,0.0,786.0,0.0,474.0,1260.0,1288,0,0,1288,4,500.0,120,30,0,0,224,0,0,245500,0,0,0,0,0,0
1340,5000,6,1926,0.0,0.0,0.0,992.0,992.0,1013,0,0,1013,6,160.0,0,0,101,0,0,0,0,113000,0,0,0,1,0,1
436,16870,8,2004,238.0,1531.0,0.0,251.0,1782.0,1782,0,0,1782,7,932.0,99,82,0,0,0,0,0,296000,0,1,0,0,1,0
1636,14157,9,2005,200.0,1249.0,0.0,673.0,1922.0,1922,0,0,1922,8,676.0,178,51,0,0,0,0,0,377426,0,0,1,0,1,0
421,12456,10,2006,230.0,1172.0,0.0,528.0,1700.0,1718,0,0,1718,7,786.0,216,48,0,0,0,0,0,337500,0,1,0,0,0,0
457,14836,10,2004,730.0,2146.0,0.0,346.0,2492.0,2492,0,0,2492,8,949.0,226,235,0,0,0,0,0,552000,0,1,0,0,0,0
2834,6956,4,1948,0.0,0.0,0.0,624.0,624.0,624,312,0,936,5,265.0,0,0,0,0,0,0,0,97900,0,0,0,1,0,1
517,7862,6,2009,0.0,27.0,0.0,1191.0,1218.0,1218,0,0,1218,4,676.0,0,102,0,0,0,0,0,208300,0,0,0,0,1,0
1566,11050,7,1996,0.0,0.0,0.0,910.0,910.0,910,910,0,1820,8,816.0,318,32,0,0,0,0,0,213000,0,0,0,1,1,0
1439,8924,7,1998,0.0,0.0,0.0,880.0,880.0,880,844,0,1724,8,527.0,120,155,0,0,0,0,0,188000,0,0,0,1,1,0
2577,9610,6,1958,632.0,203.0,0.0,918.0,1121.0,1336,0,0,1336,7,488.0,80,0,0,0,0,0,0,162000,0,0,0,1,0,1
2241,13710,5,1950,0.0,420.0,0.0,490.0,910.0,910,648,0,1558,6,282.0,289,0,0,0,0,0,0,152000,0,0,0,1,0,1
71,12552,7,2004,0.0,222.0,0.0,769.0,991.0,991,956,0,1947,8,678.0,0,136,0,0,0,0,0,254900,0,0,0,0,1,0
1143,14565,7,1994,145.0,537.0,0.0,295.0,832.0,832,825,0,1657,6,483.0,144,74,0,0,0,0,2000,189000,0,0,0,0,1,0
1021,18559,7,1978,383.0,1206.0,186.0,656.0,2048.0,2064,0,0,2064,7,550.0,200,0,0,0,0,0,0,235000,0,0,0,0,1,0
1416,10880,5,1950,0.0,1040.0,0.0,124.0,1164.0,1164,0,0,1164,5,240.0,0,48,0,0,0,0,0,125000,0,0,0,1,0,1
35,2280,7,1975,0.0,0.0,0.0,836.0,836.0,836,0,0,836,4,308.0,0,30,0,0,0,0,0,120000,0,0,0,1,0,1
2904,31250,1,1951,0.0,0.0,0.0,0.0,0.0,1600,0,0,1600,6,270.0,0,0,135,0,0,0,0,81500,0,0,0,1,0,1
2174,11841,6,1990,104.0,816.0,0.0,0.0,816.0,816,0,0,816,5,0.0,0,32,0,0,0,0,0,118500,0,0,0,1,0,1
522,9187,9,2009,162.0,1121.0,0.0,645.0,1766.0,1766,0,0,1766,7,478.0,195,130,0,0,0,0,0,370878,0,0,0,0,0,0
2211,6270,5,1949,0.0,284.0,0.0,717.0,1001.0,1001,1001,0,2002,8,871.0,0,0,0,0,0,0,0,145000,0,0,0,1,0,1
1539,15660,7,1939,312.0,341.0,0.0,457.0,798.0,1137,817,0,1954,8,431.0,0,119,150,0,0,0,0,311500,0,0,0,0,1,0
2420,3087,7,2006,14.0,453.0,0.0,767.0,1220.0,1364,0,0,1364,6,437.0,100,16,0,0,0,0,0,210250,0,0,0,0,1,0
2779,13450,7,2002,0.0,700.0,0.0,216.0,916.0,920,941,0,1861,8,492.0,146,91,0,0,0,0,0,200000,0,0,0,0,1,0
953,10125,5,1977,0.0,0.0,0.0,0.0,0.0,1302,432,0,1734,8,539.0,0,0,0,0,0,0,0,126000,0,0,0,1,1,0
658,8146,4,1900,0.0,0.0,0.0,405.0,405.0,717,322,0,1039,6,281.0,0,0,168,0,111,0,0,114000,0,0,0,0,0,1
714,9600,4,1910,0.0,0.0,0.0,677.0,677.0,833,677,0,1510,7,720.0,0,0,160,0,0,0,0,87500,0,0,0,0,1,0
1637,12328,8,2005,146.0,986.0,0.0,163.0,1149.0,1164,1377,0,2541,10,729.0,120,32,0,0,0,0,0,349265,0,0,1,0,0,0
538,10141,8,2004,264.0,516.0,774.0,222.0,1512.0,1512,0,0,1512,6,845.0,210,36,0,0,0,0,0,203000,0,0,0,0,1,0
546,8529,7,2001,0.0,20.0,0.0,1434.0,1454.0,1434,0,0,1434,6,527.0,290,39,0,0,0,0,0,189000,0,0,0,0,1,0
533,8127,7,2003,0.0,410.0,0.0,402.0,812.0,812,841,0,1653,6,628.0,0,45,0,0,0,0,0,209000,0,0,0,0,1,0
718,8400,6,1900,0.0,0.0,0.0,917.0,917.0,1090,917,0,2007,8,357.0,0,235,0,0,0,0,0,160000,0,0,0,1,0,0
1830,10751,5,1974,44.0,787.0,0.0,250.0,1037.0,1037,0,0,1037,5,431.0,136,47,0,0,0,0,0,129000,0,0,0,1,0,1
2929,10010,5,1974,0.0,1071.0,123.0,195.0,1389.0,1389,0,0,1389,6,418.0,240,38,0,0,0,0,0,170000,0,0,0,1,0,1
2207,4280,5,1913,0.0,365.0,0.0,75.0,440.0,694,0,0,694,4,352.0,0,0,34,0,0,0,0,90350,0,0,0,1,1,0
1417,9600,6,1924,0.0,0.0,0.0,572.0,572.0,572,524,0,1096,5,0.0,0,8,128,0,0,0,0,79000,0,0,0,1,0,1
2787,9800,5,1972,0.0,894.0,0.0,0.0,894.0,894,0,0,894,5,552.0,256,0,0,0,0,0,0,149900,0,0,0,1,0,1
1037,7560,5,1971,0.0,119.0,613.0,132.0,864.0,864,0,0,864,5,576.0,0,0,0,0,0,0,0,123000,0,0,0,1,0,1
2659,9600,4,1900,0.0,0.0,0.0,1095.0,1095.0,1095,679,0,1774,8,779.0,0,0,90,0,0,0,0,87000,0,0,0,1,0,1
1567,9880,6,1977,0.0,522.0,0.0,574.0,1096.0,1118,0,0,1118,6,358.0,203,0,0,0,0,576,0,171000,0,0,0,1,0,1
1225,9600,6,1950,0.0,280.0,0.0,752.0,1032.0,1032,220,0,1252,6,288.0,0,0,96,0,0,0,0,119000,0,0,0,1,0,1
685,7931,5,1959,0.0,1148.0,0.0,0.0,1148.0,1148,0,0,1148,6,672.0,0,0,0,0,0,0,0,132500,0,0,0,1,0,1
1358,5100,8,1925,0.0,0.0,0.0,588.0,588.0,833,833,0,1666,7,228.0,192,63,0,0,0,0,0,161000,0,0,0,1,1,0
1461,9720,9,2001,134.0,1194.0,0.0,163.0,1357.0,1366,581,0,1947,7,725.0,168,116,0,0,0,0,0,274000,0,0,0,0,1,0
221,8521,5,1967,0.0,842.0,0.0,70.0,912.0,912,0,0,912,5,336.0,0,0,0,0,0,0,0,125000,0,0,0,1,0,1
2187,8741,5,1946,0.0,0.0,0.0,1195.0,1195.0,1195,0,0,1195,8,0.0,118,0,0,0,0,0,0,98500,0,0,0,1,0,1
2504,12461,8,1994,0.0,1456.0,0.0,168.0,1624.0,1624,0,0,1624,5,757.0,0,114,192,0,0,0,0,262000,1,0,0,0,1,0
855,6950,5,1979,40.0,710.0,72.0,132.0,914.0,914,0,0,914,5,444.0,0,0,0,0,0,0,0,134900,0,0,0,1,0,1
2258,16905,5,1959,0.0,967.0,0.0,383.0,1350.0,1328,0,0,1328,5,308.0,0,104,0,0,0,0,0,170000,0,0,0,1,0,1
2205,7155,6,1926,0.0,0.0,0.0,686.0,686.0,686,775,0,1461,6,225.0,0,0,116,0,0,0,0,135000,0,0,0,1,0,1
1158,9205,6,1990,304.0,704.0,0.0,226.0,930.0,1364,1319,0,2683,9,473.0,237,251,0,0,196,0,0,290000,1,0,0,0,1,0
1741,7697,7,2007,0.0,0.0,0.0,1246.0,1246.0,1258,0,0,1258,6,462.0,0,0,0,0,0,0,0,173500,0,0,0,0,1,0
2735,7800,5,1948,0.0,603.0,0.0,293.0,896.0,1112,896,0,2008,8,230.0,103,0,0,0,0,0,0,225000,0,0,0,1,0,0
1888,14357,5,1961,0.0,311.0,167.0,386.0,864.0,1187,0,0,1187,6,440.0,128,0,0,0,0,0,0,140500,0,0,0,1,0,1
2121,8775,5,1994,0.0,495.0,0.0,495.0,990.0,990,0,0,990,5,299.0,0,64,0,0,0,0,0,126000,0,0,0,1,0,1
1176,2645,8,1999,466.0,612.0,0.0,348.0,960.0,962,624,0,1586,7,480.0,169,0,0,0,0,0,0,170000,0,0,0,0,1,0
2773,13568,5,1995,0.0,716.0,0.0,274.0,990.0,990,0,0,990,5,576.0,224,0,0,0,0,0,0,156000,0,0,0,1,0,1
2619,16321,5,1957,0.0,1277.0,0.0,207.0,1484.0,1600,0,0,1600,6,319.0,288,258,0,0,0,0,0,207500,0,0,0,1,0,1
1796,8640,8,2007,0.0,350.0,0.0,546.0,896.0,896,896,0,1792,8,590.0,184,96,0,0,0,0,0,255000,0,0,0,0,1,0
1598,1596,4,1973,0.0,437.0,0.0,25.0,462.0,526,462,0,988,4,297.0,0,101,0,120,0,0,0,94900,0,0,0,1,0,1
1965,7315,5,1958,0.0,625.0,0.0,545.0,1170.0,1170,0,0,1170,6,338.0,0,0,0,0,225,0,0,140000,0,0,0,1,0,1
2651,7614,3,1905,0.0,0.0,0.0,738.0,738.0,714,662,0,1376,7,216.0,0,0,104,0,225,0,0,96900,0,0,0,1,0,1
609,11000,5,1966,200.0,740.0,230.0,184.0,1154.0,1154,0,0,1154,6,480.0,0,58,0,0,0,0,0,154000,0,0,0,1,0,1
1990,10337,8,1910,0.0,0.0,0.0,725.0,725.0,909,863,0,1772,7,816.0,0,0,0,0,0,0,0,184900,0,0,0,0,1,0
1053,14803,10,2007,816.0,1636.0,0.0,442.0,2078.0,2084,0,0,2084,7,1220.0,188,45,0,0,0,0,0,385000,0,1,0,0,0,0
2877,8765,4,1936,0.0,285.0,0.0,666.0,951.0,951,0,0,951,6,327.0,0,28,0,0,0,0,0,106500,0,0,0,1,0,1
497,12720,8,2000,150.0,1173.0,0.0,282.0,1455.0,1466,1221,0,2687,10,810.0,252,30,0,0,0,0,0,327000,1,0,0,0,1,0
514,11128,9,2005,198.0,2158.0,0.0,300.0,2458.0,2490,0,0,2490,9,795.0,70,226,0,0,0,0,0,468000,0,0,0,0,0,0
759,5160,6,1927,0.0,0.0,0.0,1204.0,1204.0,1204,462,0,1666,4,384.0,0,0,148,0,0,0,0,135000,0,0,0,1,0,1
2474,13072,6,2005,0.0,0.0,0.0,1141.0,1141.0,1141,0,0,1141,6,484.0,0,0,0,0,0,0,0,142500,0,0,0,0,0,1
1193,8814,5,1968,0.0,732.0,0.0,0.0,732.0,732,732,0,1464,7,470.0,0,40,0,0,0,0,0,141000,0,0,0,1,0,1
1415,7000,5,1910,0.0,969.0,0.0,148.0,1117.0,820,527,0,1347,5,0.0,85,0,148,0,0,0,0,107500,0,0,0,1,0,1
2048,4484,5,1942,0.0,485.0,0.0,187.0,672.0,778,504,0,1282,4,240.0,0,88,0,0,0,0,0,108500,0,0,0,1,0,1
2483,9019,6,1994,0.0,274.0,0.0,362.0,636.0,636,684,0,1320,6,472.0,0,40,0,0,0,0,0,150000,0,0,0,1,1,0
2883,8520,3,1916,0.0,0.0,0.0,216.0,216.0,576,360,0,936,6,0.0,0,0,0,0,0,0,0,78000,0,0,0,1,0,1
1111,11932,8,2007,186.0,0.0,0.0,1580.0,1580.0,1580,0,0,1580,7,830.0,0,24,0,0,0,0,0,235128,0,0,0,0,1,0
2072,115149,7,1971,351.0,1219.0,0.0,424.0,1643.0,1824,0,0,1824,5,739.0,380,48,0,0,0,0,0,302000,0,0,0,1,1,0
1450,14330,5,1975,0.0,88.0,596.0,180.0,864.0,1558,0,0,1558,5,440.0,140,0,239,0,227,0,0,163000,0,0,0,1,0,1
274,8777,3,1945,0.0,0.0,0.0,0.0,0.0,640,0,0,640,5,240.0,0,0,0,0,0,0,0,84900,0,0,0,1,0,1
413,2308,6,1974,0.0,257.0,495.0,103.0,855.0,855,467,0,1322,6,440.0,260,0,0,0,0,0,0,147000,0,0,0,1,0,1
751,2500,7,1915,0.0,299.0,0.0,611.0,910.0,916,910,0,1826,7,164.0,0,0,0,0,0,0,0,155000,0,0,0,0,0,0
2897,8049,7,1990,54.0,1053.0,0.0,256.0,1309.0,1339,0,0,1339,6,484.0,0,58,0,0,90,0,0,180000,0,0,0,1,0,1
207,5600,4,1930,0.0,0.0,0.0,0.0,0.0,372,720,0,1092,7,0.0,0,0,0,0,0,0,3500,55000,0,0,0,0,0,0
2269,9590,7,2003,442.0,786.0,0.0,82.0,868.0,1146,0,0,1146,6,438.0,160,22,0,0,0,0,0,187500,0,0,0,0,1,0
891,7200,6,1976,255.0,631.0,0.0,410.0,1041.0,1125,0,0,1125,6,352.0,296,0,0,0,0,0,0,125000,0,0,0,1,0,1
2863,11500,7,1936,0.0,223.0,0.0,794.0,1017.0,1020,1037,0,2057,6,180.0,0,0,0,0,322,0,0,250000,0,0,0,0,1,0
1298,6756,5,1910,0.0,0.0,0.0,481.0,481.0,899,0,0,899,5,200.0,0,0,96,0,0,0,0,78000,0,0,0,1,0,1
1292,11426,4,1910,0.0,0.0,0.0,828.0,828.0,828,658,108,1594,9,0.0,0,172,109,0,0,0,0,118000,0,0,0,1,0,1
1687,12030,8,2007,254.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,7,818.0,168,228,0,0,0,0,0,318000,0,1,0,0,1,0
2749,9554,8,1993,125.0,380.0,0.0,397.0,777.0,1065,846,0,1911,8,471.0,182,81,0,0,0,0,0,215000,0,0,0,0,1,0
2875,8534,4,1925,0.0,0.0,0.0,432.0,432.0,672,0,0,672,4,0.0,0,0,112,0,0,0,0,72000,0,0,0,1,0,1
1029,11361,6,1976,160.0,644.0,0.0,549.0,1193.0,1523,0,0,1523,7,478.0,0,0,0,0,189,0,0,180000,0,0,0,1,0,1
1581,12416,6,1986,132.0,1398.0,208.0,0.0,1606.0,1651,0,0,1651,7,616.0,192,0,0,0,0,0,0,184000,0,0,0,1,0,1
612,9600,5,1959,132.0,991.0,0.0,50.0,1041.0,1041,0,0,1041,6,270.0,224,88,0,0,0,0,0,124500,0,0,0,1,0,1
139,8267,5,1958,0.0,0.0,0.0,1604.0,1604.0,1604,0,0,1604,8,576.0,42,0,0,0,0,0,0,135000,0,0,0,1,0,1
1335,6000,6,1940,0.0,521.0,0.0,460.0,981.0,1014,658,0,1672,6,240.0,0,11,0,0,0,0,0,164900,0,0,0,1,1,0
